Date,Description,Category,Amount,Balance,Type
2024-06-11,Spotify,Entertainment,-2164,-8049178,Debit
2024-02-24,Restaurant Bill,Food,-6501,-8055679,Debit
2024-03-04,Doctor Visit,Health,-7428,-8063107,Debit
2025-04-03,FD Interest,Savings Interest,27990,-8035117,Credit
2024-06-04,Bonus,Income,17566,-8017551,Credit
2024-04-29,YouTube Premium,Entertainment,-7833,-8025384,Debit
2025-03-03,Bonus,Income,16797,-8008587,Credit
2025-03-15,ATM Withdrawal,Cash,-2818,-8011405,Debit
2025-01-22,Uber Ride,Transport,-562,-8011967,Debit
2024-04-18,Flipkart Order,Shopping,-6230,-8018197,Debit
2025-01-03,Flipkart Order,Shopping,-3260,-8021457,Debit
2024-02-14,FD Interest,Savings Interest,22125,-7999332,Credit
2024-04-16,ATM Withdrawal,Cash,-7704,-8007036,Debit
2024-06-28,Electricity Bill,Utilities,-6208,-8013244,Debit
2024-03-11,Freelance Payment,Income,6902,-8006342,Credit
2025-04-26,Restaurant Bill,Food,-9409,-8015751,Debit
2024-08-04,Swiggy,Food,-9654,-8025405,Debit
2024-12-23,Electricity Bill,Utilities,-419,-8025824,Debit
2025-03-28,Water Bill,Utilities,-2731,-8028555,Debit
2024-04-12,Cash Deposit,Cash,-9126,-8037681,Debit
2025-02-13,Uber Ride,Transport,-160,-8037841,Debit
2024-06-20,Received from Rahul,Transfer,-3804,-8041645,Debit
2024-10-14,Cash Deposit,Cash,-2547,-8044192,Debit
2024-06-11,Flipkart Order,Shopping,-3798,-8047990,Debit
2024-07-28,Doctor Visit,Health,-4554,-8052544,Debit
2025-05-06,Myntra Shopping,Shopping,-3095,-8055639,Debit
2025-01-25,Water Bill,Utilities,-3963,-8059602,Debit
2024-06-10,ATM Withdrawal,Cash,-3233,-8062835,Debit
2024-12-23,Petrol,Transport,-4779,-8067614,Debit
2024-11-14,FD Interest,Savings Interest,15067,-8052547,Credit
2024-03-04,Bonus,Income,12370,-8040177,Credit
2024-06-30,Electronics,Shopping,-1494,-8041671,Debit
2024-11-21,Salary Credit,Income,2979,-8038692,Credit
2024-02-11,ATM Withdrawal,Cash,-3841,-8042533,Debit
2024-08-17,YouTube Premium,Entertainment,-7329,-8049862,Debit
2024-09-02,Spotify,Entertainment,-2965,-8052827,Debit
2024-10-11,Doctor Visit,Health,-2021,-8054848,Debit
2024-10-28,Medical Store,Health,-3103,-8057951,Debit
2024-10-23,Swiggy,Food,-201,-8058152,Debit
2024-07-19,Freelance Payment,Income,15074,-8043078,Credit
2024-04-03,Internet Recharge,Utilities,-3995,-8047073,Debit
2024-02-19,Train Ticket,Transport,-775,-8047848,Debit
2024-11-15,Amazon Purchase,Shopping,-2082,-8049930,Debit
2025-04-27,Movie Tickets,Entertainment,-947,-8050877,Debit
2024-01-08,Salary Credit,Income,9693,-8041184,Credit
2025-05-10,Received from Rahul,Transfer,-6175,-8047359,Debit
2025-03-13,Interest Credit,Savings Interest,8774,-8038585,Credit
2024-06-03,Train Ticket,Transport,-3323,-8041908,Debit
2025-01-30,UPI to Friend,Transfer,-3827,-8045735,Debit
2024-05-04,Received from Rahul,Transfer,-336,-8046071,Debit
2025-02-03,Doctor Visit,Health,-619,-8046690,Debit
2024-05-26,Electricity Bill,Utilities,-9535,-8056225,Debit
2024-02-17,Water Bill,Utilities,-7725,-8063950,Debit
2025-03-30,ATM Withdrawal,Cash,-9712,-8073662,Debit
2024-10-06,Zomato Order,Food,-4195,-8077857,Debit
2024-06-30,Electricity Bill,Utilities,-4407,-8082264,Debit
2024-08-09,Movie Tickets,Entertainment,-2153,-8084417,Debit
2024-03-15,Cash Deposit,Cash,-2030,-8086447,Debit
2025-05-02,UPI to Friend,Transfer,-9168,-8095615,Debit
2024-01-08,Swiggy,Food,-7257,-8102872,Debit
2024-04-20,ATM Withdrawal,Cash,-4329,-8107201,Debit
2024-10-04,Cash Deposit,Cash,-2393,-8109594,Debit
2025-04-13,Water Bill,Utilities,-1360,-8110954,Debit
2025-01-10,Petrol,Transport,-2183,-8113137,Debit
2024-02-19,Swiggy,Food,-4726,-8117863,Debit
2024-04-29,Uber Ride,Transport,-6079,-8123942,Debit
2024-10-22,Interest Credit,Savings Interest,7391,-8116551,Credit
2025-02-05,Electricity Bill,Utilities,-3952,-8120503,Debit
2024-01-21,Uber Ride,Transport,-1643,-8122146,Debit
2024-03-04,Freelance Payment,Income,21954,-8100192,Credit
2024-07-04,Cafe Coffee Day,Food,-5063,-8105255,Debit
2024-05-20,Electricity Bill,Utilities,-7092,-8112347,Debit
2025-03-24,Bonus,Income,21994,-8090353,Credit
2024-05-20,Refund,Income,24758,-8065595,Credit
2025-03-31,Interest Credit,Savings Interest,16679,-8048916,Credit
2024-01-10,Internet Recharge,Utilities,-8488,-8057404,Debit
2025-01-18,Cash Deposit,Cash,-1125,-8058529,Debit
2024-01-02,ATM Withdrawal,Cash,-5704,-8064233,Debit
2024-06-04,Electricity Bill,Utilities,-4193,-8068426,Debit
2025-01-28,Doctor Visit,Health,-9621,-8078047,Debit
2024-06-03,Zomato Order,Food,-9813,-8087860,Debit
2024-07-08,Restaurant Bill,Food,-6347,-8094207,Debit
2024-02-27,Internet Recharge,Utilities,-4586,-8098793,Debit
2024-10-15,FD Interest,Savings Interest,19314,-8079479,Credit
2025-03-11,Cash Deposit,Cash,-3497,-8082976,Debit
2024-07-10,Doctor Visit,Health,-8692,-8091668,Debit
2025-04-14,Spotify,Entertainment,-6420,-8098088,Debit
2025-03-30,Received from Rahul,Transfer,-2085,-8100173,Debit
2024-10-03,Zomato Order,Food,-1393,-8101566,Debit
2024-02-09,Cafe Coffee Day,Food,-6390,-8107956,Debit
2024-10-24,Uber Ride,Transport,-1378,-8109334,Debit
2024-08-05,Medical Store,Health,-9137,-8118471,Debit
2024-05-11,Electronics,Shopping,-4108,-8122579,Debit
2024-11-05,Electricity Bill,Utilities,-6011,-8128590,Debit
2024-03-21,UPI to Friend,Transfer,-1413,-8130003,Debit
2024-07-08,Interest Credit,Savings Interest,9630,-8120373,Credit
2024-09-07,Internet Recharge,Utilities,-3729,-8124102,Debit
2024-05-07,Flipkart Order,Shopping,-4368,-8128470,Debit
2025-01-16,Cafe Coffee Day,Food,-8531,-8137001,Debit
2024-07-31,YouTube Premium,Entertainment,-702,-8137703,Debit
2024-11-23,Flipkart Order,Shopping,-119,-8137822,Debit
2024-10-27,Refund,Income,19888,-8117934,Credit
2024-07-08,Bonus,Income,22358,-8095576,Credit
2025-03-17,Received from Rahul,Transfer,-2947,-8098523,Debit
2024-11-08,Uber Ride,Transport,-840,-8099363,Debit
2024-03-23,Swiggy,Food,-7941,-8107304,Debit
2024-01-10,Cafe Coffee Day,Food,-9686,-8116990,Debit
2024-10-03,Bonus,Income,11241,-8105749,Credit
2024-06-17,UPI to Friend,Transfer,-4085,-8109834,Debit
2024-01-03,ATM Withdrawal,Cash,-2670,-8112504,Debit
2025-04-16,Internet Recharge,Utilities,-7855,-8120359,Debit
2025-03-07,FD Interest,Savings Interest,6152,-8114207,Credit
2024-01-23,Bank Transfer,Transfer,-2281,-8116488,Debit
2024-02-15,Movie Tickets,Entertainment,-9693,-8126181,Debit
2024-05-25,Received from Rahul,Transfer,-7829,-8134010,Debit
2024-01-12,Petrol,Transport,-8237,-8142247,Debit
2024-10-20,Interest Credit,Savings Interest,27272,-8114975,Credit
2025-04-16,Doctor Visit,Health,-7212,-8122187,Debit
2025-04-08,Doctor Visit,Health,-2922,-8125109,Debit
2025-02-27,Myntra Shopping,Shopping,-3338,-8128447,Debit
2024-04-12,Train Ticket,Transport,-4368,-8132815,Debit
2025-01-18,Medical Store,Health,-7029,-8139844,Debit
2024-07-28,Flipkart Order,Shopping,-2090,-8141934,Debit
2024-11-19,ATM Withdrawal,Cash,-1838,-8143772,Debit
2024-05-25,UPI to Friend,Transfer,-3358,-8147130,Debit
2024-04-06,Spotify,Entertainment,-1936,-8149066,Debit
2024-08-13,Flipkart Order,Shopping,-7604,-8156670,Debit
2024-02-06,Spotify,Entertainment,-1531,-8158201,Debit
2024-08-11,Myntra Shopping,Shopping,-1164,-8159365,Debit
2025-03-28,FD Interest,Savings Interest,26048,-8133317,Credit
2024-10-10,Train Ticket,Transport,-7614,-8140931,Debit
2024-06-02,Flipkart Order,Shopping,-1287,-8142218,Debit
2024-06-12,Refund,Income,26884,-8115334,Credit
2024-03-28,Cafe Coffee Day,Food,-7014,-8122348,Debit
2024-12-15,Movie Tickets,Entertainment,-7766,-8130114,Debit
2024-01-20,Interest Credit,Savings Interest,5037,-8125077,Credit
2024-05-15,Electricity Bill,Utilities,-9011,-8134088,Debit
2024-06-02,Swiggy,Food,-4500,-8138588,Debit
2025-01-21,Medical Store,Health,-6659,-8145247,Debit
2024-05-15,Cafe Coffee Day,Food,-4118,-8149365,Debit
2024-08-31,Flipkart Order,Shopping,-1944,-8151309,Debit
2025-05-10,Movie Tickets,Entertainment,-7327,-8158636,Debit
2025-03-16,Movie Tickets,Entertainment,-4169,-8162805,Debit
2025-01-09,Internet Recharge,Utilities,-6561,-8169366,Debit
2024-04-19,Cash Deposit,Cash,-8164,-8177530,Debit
2024-08-19,Medical Store,Health,-5164,-8182694,Debit
2024-03-11,FD Interest,Savings Interest,20235,-8162459,Credit
2024-09-14,Train Ticket,Transport,-158,-8162617,Debit
2024-02-15,Cafe Coffee Day,Food,-1620,-8164237,Debit
2024-01-23,Interest Credit,Savings Interest,29903,-8134334,Credit
2024-04-25,Petrol,Transport,-6691,-8141025,Debit
2024-03-06,Myntra Shopping,Shopping,-1330,-8142355,Debit
2024-06-21,Restaurant Bill,Food,-3093,-8145448,Debit
2025-02-16,Salary Credit,Income,15035,-8130413,Credit
2024-09-28,Swiggy,Food,-9354,-8139767,Debit
2024-11-15,Bonus,Income,14153,-8125614,Credit
2025-03-04,Train Ticket,Transport,-8823,-8134437,Debit
2024-03-02,Received from Rahul,Transfer,-7806,-8142243,Debit
2024-10-06,Refund,Income,9698,-8132545,Credit
2025-03-12,Internet Recharge,Utilities,-8113,-8140658,Debit
2024-05-12,Interest Credit,Savings Interest,11045,-8129613,Credit
2024-11-12,Petrol,Transport,-7313,-8136926,Debit
2024-09-01,FD Interest,Savings Interest,1500,-8135426,Credit
2025-01-14,YouTube Premium,Entertainment,-1119,-8136545,Debit
2024-09-19,Internet Recharge,Utilities,-2351,-8138896,Debit
2025-01-25,Zomato Order,Food,-121,-8139017,Debit
2024-02-28,YouTube Premium,Entertainment,-9341,-8148358,Debit
2024-04-20,Cafe Coffee Day,Food,-870,-8149228,Debit
2025-01-11,Internet Recharge,Utilities,-6597,-8155825,Debit
2024-09-06,Amazon Purchase,Shopping,-8496,-8164321,Debit
2025-01-25,ATM Withdrawal,Cash,-3683,-8168004,Debit
2024-11-19,Electricity Bill,Utilities,-7408,-8175412,Debit
2025-04-20,Flipkart Order,Shopping,-7133,-8182545,Debit
2025-03-05,YouTube Premium,Entertainment,-2558,-8185103,Debit
2024-01-29,Freelance Payment,Income,22987,-8162116,Credit
2025-02-20,Medical Store,Health,-6297,-8168413,Debit
2024-02-28,Doctor Visit,Health,-4132,-8172545,Debit
2024-01-06,Medical Store,Health,-5189,-8177734,Debit
2025-03-28,Myntra Shopping,Shopping,-654,-8178388,Debit
2024-01-30,Train Ticket,Transport,-9439,-8187827,Debit
2024-12-10,Petrol,Transport,-2015,-8189842,Debit
2025-02-20,Medical Store,Health,-2604,-8192446,Debit
2024-04-29,Spotify,Entertainment,-766,-8193212,Debit
2024-10-22,Medical Store,Health,-3177,-8196389,Debit
2024-04-03,Freelance Payment,Income,21694,-8174695,Credit
2025-04-28,Bonus,Income,10877,-8163818,Credit
2025-01-20,Bank Transfer,Transfer,-3100,-8166918,Debit
2025-01-12,Salary Credit,Income,3306,-8163612,Credit
2024-11-15,Refund,Income,837,-8162775,Credit
2024-02-12,Interest Credit,Savings Interest,1225,-8161550,Credit
2024-10-13,Cafe Coffee Day,Food,-4960,-8166510,Debit
2024-05-19,Medical Store,Health,-6988,-8173498,Debit
2024-11-25,Spotify,Entertainment,-693,-8174191,Debit
2025-03-18,Flipkart Order,Shopping,-2989,-8177180,Debit
2024-02-10,Uber Ride,Transport,-4442,-8181622,Debit
2024-03-21,FD Interest,Savings Interest,595,-8181027,Credit
2025-05-09,FD Interest,Savings Interest,20487,-8160540,Credit
2025-02-14,Spotify,Entertainment,-5221,-8165761,Debit
2024-06-06,Bank Transfer,Transfer,-213,-8165974,Debit
2024-07-24,Doctor Visit,Health,-4990,-8170964,Debit
2024-11-28,Restaurant Bill,Food,-4518,-8175482,Debit
2025-01-12,Swiggy,Food,-8535,-8184017,Debit
2024-05-31,Cash Deposit,Cash,-3345,-8187362,Debit
2025-04-22,Freelance Payment,Income,27215,-8160147,Credit
2024-06-10,Spotify,Entertainment,-7815,-8167962,Debit
2024-06-21,Water Bill,Utilities,-1867,-8169829,Debit
2024-12-20,Internet Recharge,Utilities,-7634,-8177463,Debit
2024-11-22,Received from Rahul,Transfer,-9904,-8187367,Debit
2024-09-13,Freelance Payment,Income,26619,-8160748,Credit
2024-07-21,Spotify,Entertainment,-6377,-8167125,Debit
2024-04-17,Doctor Visit,Health,-6056,-8173181,Debit
2024-12-14,Internet Recharge,Utilities,-2611,-8175792,Debit
2024-07-10,Interest Credit,Savings Interest,15131,-8160661,Credit
2024-09-24,Petrol,Transport,-4137,-8164798,Debit
2025-02-23,Interest Credit,Savings Interest,22775,-8142023,Credit
2024-06-10,Uber Ride,Transport,-8386,-8150409,Debit
2024-12-18,Myntra Shopping,Shopping,-8308,-8158717,Debit
2024-01-19,Zomato Order,Food,-6277,-8164994,Debit
2024-02-20,Internet Recharge,Utilities,-2427,-8167421,Debit
2024-12-24,Uber Ride,Transport,-6151,-8173572,Debit
2025-05-07,Electricity Bill,Utilities,-5871,-8179443,Debit
2024-06-28,Freelance Payment,Income,27031,-8152412,Credit
2024-02-23,ATM Withdrawal,Cash,-7423,-8159835,Debit
2024-04-19,Interest Credit,Savings Interest,4889,-8154946,Credit
2025-04-14,Bank Transfer,Transfer,-1537,-8156483,Debit
2024-08-18,FD Interest,Savings Interest,10938,-8145545,Credit
2025-01-22,Internet Recharge,Utilities,-3717,-8149262,Debit
2024-07-12,Refund,Income,667,-8148595,Credit
2025-02-14,Refund,Income,3146,-8145449,Credit
2025-05-10,Cash Deposit,Cash,-9885,-8155334,Debit
2025-04-10,Electronics,Shopping,-9863,-8165197,Debit
2025-02-15,Interest Credit,Savings Interest,5503,-8159694,Credit
2025-01-20,ATM Withdrawal,Cash,-1544,-8161238,Debit
2024-07-31,Freelance Payment,Income,21413,-8139825,Credit
2024-04-24,YouTube Premium,Entertainment,-7761,-8147586,Debit
2025-04-23,Cash Deposit,Cash,-931,-8148517,Debit
2024-10-28,Bonus,Income,4271,-8144246,Credit
2024-02-07,Salary Credit,Income,14926,-8129320,Credit
2024-01-22,Cash Deposit,Cash,-5241,-8134561,Debit
2024-03-30,UPI to Friend,Transfer,-1123,-8135684,Debit
2024-05-06,Uber Ride,Transport,-7372,-8143056,Debit
2024-11-02,FD Interest,Savings Interest,1544,-8141512,Credit
2024-08-26,Water Bill,Utilities,-7887,-8149399,Debit
2024-10-11,Received from Rahul,Transfer,-3988,-8153387,Debit
2025-04-02,FD Interest,Savings Interest,26046,-8127341,Credit
2025-02-02,Electricity Bill,Utilities,-4998,-8132339,Debit
2024-10-03,Uber Ride,Transport,-9793,-8142132,Debit
2024-02-28,Freelance Payment,Income,670,-8141462,Credit
2025-05-14,Cash Deposit,Cash,-7020,-8148482,Debit
2025-01-14,Medical Store,Health,-2818,-8151300,Debit
2024-04-01,Water Bill,Utilities,-1241,-8152541,Debit
2024-12-04,Petrol,Transport,-325,-8152866,Debit
2024-05-13,Restaurant Bill,Food,-844,-8153710,Debit
2024-05-22,Internet Recharge,Utilities,-8216,-8161926,Debit
2024-11-11,Interest Credit,Savings Interest,5017,-8156909,Credit
2024-02-23,Interest Credit,Savings Interest,26684,-8130225,Credit
2024-01-30,Internet Recharge,Utilities,-1261,-8131486,Debit
2024-12-31,Myntra Shopping,Shopping,-6644,-8138130,Debit
2025-05-11,ATM Withdrawal,Cash,-8117,-8146247,Debit
2025-02-07,Medical Store,Health,-7589,-8153836,Debit
2024-02-09,UPI to Friend,Transfer,-7550,-8161386,Debit
2024-09-20,Medical Store,Health,-1441,-8162827,Debit
2024-06-02,Medical Store,Health,-6155,-8168982,Debit
2024-09-27,Bonus,Income,1471,-8167511,Credit
2024-04-29,YouTube Premium,Entertainment,-3654,-8171165,Debit
2024-01-04,Flipkart Order,Shopping,-3144,-8174309,Debit
2024-10-25,Salary Credit,Income,11061,-8163248,Credit
2024-11-24,Bonus,Income,25701,-8137547,Credit
2024-01-10,Doctor Visit,Health,-8498,-8146045,Debit
2024-06-19,YouTube Premium,Entertainment,-302,-8146347,Debit
2024-06-27,Uber Ride,Transport,-3955,-8150302,Debit
2025-05-07,Freelance Payment,Income,4827,-8145475,Credit
2025-04-01,Interest Credit,Savings Interest,7613,-8137862,Credit
2024-10-18,YouTube Premium,Entertainment,-5860,-8143722,Debit
2024-07-05,ATM Withdrawal,Cash,-6813,-8150535,Debit
2024-09-17,Bonus,Income,21132,-8129403,Credit
2025-03-01,Myntra Shopping,Shopping,-1728,-8131131,Debit
2024-10-16,Interest Credit,Savings Interest,17748,-8113383,Credit
2024-01-13,Flipkart Order,Shopping,-6325,-8119708,Debit
2024-05-06,Electronics,Shopping,-8195,-8127903,Debit
2025-01-17,Cash Deposit,Cash,-9593,-8137496,Debit
2024-12-06,UPI to Friend,Transfer,-9634,-8147130,Debit
2024-06-15,Spotify,Entertainment,-706,-8147836,Debit
2024-04-11,Restaurant Bill,Food,-9486,-8157322,Debit
2024-01-21,Received from Rahul,Transfer,-1231,-8158553,Debit
2024-06-16,Spotify,Entertainment,-3476,-8162029,Debit
2024-07-16,Flipkart Order,Shopping,-4173,-8166202,Debit
2024-06-27,Flipkart Order,Shopping,-9739,-8175941,Debit
2025-01-15,Salary Credit,Income,20999,-8154942,Credit
2024-07-09,Salary Credit,Income,17806,-8137136,Credit
2024-07-02,Spotify,Entertainment,-9727,-8146863,Debit
2024-05-28,Interest Credit,Savings Interest,13244,-8133619,Credit
2025-03-30,Bonus,Income,27213,-8106406,Credit
2024-03-01,Uber Ride,Transport,-1113,-8107519,Debit
2025-01-15,Restaurant Bill,Food,-8444,-8115963,Debit
2024-06-20,Train Ticket,Transport,-3153,-8119116,Debit
2025-01-30,YouTube Premium,Entertainment,-9318,-8128434,Debit
2025-04-11,Restaurant Bill,Food,-1096,-8129530,Debit
2024-04-06,Movie Tickets,Entertainment,-8799,-8138329,Debit
2025-03-04,Freelance Payment,Income,19926,-8118403,Credit
2024-04-02,Petrol,Transport,-3252,-8121655,Debit
2025-05-03,Movie Tickets,Entertainment,-7369,-8129024,Debit
2024-05-04,Electricity Bill,Utilities,-9123,-8138147,Debit
2024-05-09,ATM Withdrawal,Cash,-1139,-8139286,Debit
2025-03-01,Spotify,Entertainment,-885,-8140171,Debit
2025-03-17,Internet Recharge,Utilities,-978,-8141149,Debit
2024-01-22,Cash Deposit,Cash,-2025,-8143174,Debit
2024-09-15,Internet Recharge,Utilities,-1570,-8144744,Debit
2024-08-22,UPI to Friend,Transfer,-1852,-8146596,Debit
2024-05-26,FD Interest,Savings Interest,24678,-8121918,Credit
2024-10-17,Swiggy,Food,-8392,-8130310,Debit
2024-05-17,Petrol,Transport,-4610,-8134920,Debit
2025-03-10,Interest Credit,Savings Interest,5756,-8129164,Credit
2024-01-14,Cash Deposit,Cash,-3104,-8132268,Debit
2024-03-19,FD Interest,Savings Interest,19009,-8113259,Credit
2024-03-28,Medical Store,Health,-7888,-8121147,Debit
2025-03-14,Doctor Visit,Health,-5450,-8126597,Debit
2024-12-31,FD Interest,Savings Interest,13871,-8112726,Credit
2024-06-28,Restaurant Bill,Food,-9369,-8122095,Debit
2024-08-27,Medical Store,Health,-3732,-8125827,Debit
2024-11-06,Myntra Shopping,Shopping,-9680,-8135507,Debit
2024-03-01,Interest Credit,Savings Interest,29649,-8105858,Credit
2025-02-12,Zomato Order,Food,-6028,-8111886,Debit
2024-12-03,Refund,Income,10204,-8101682,Credit
2024-05-06,Zomato Order,Food,-7223,-8108905,Debit
2024-09-13,Zomato Order,Food,-6442,-8115347,Debit
2025-02-23,ATM Withdrawal,Cash,-6318,-8121665,Debit
2024-02-14,Bank Transfer,Transfer,-5351,-8127016,Debit
2025-03-15,Water Bill,Utilities,-9698,-8136714,Debit
2024-06-25,YouTube Premium,Entertainment,-5831,-8142545,Debit
2025-02-02,Doctor Visit,Health,-4960,-8147505,Debit
2024-04-03,Medical Store,Health,-5149,-8152654,Debit
2024-05-08,Doctor Visit,Health,-1918,-8154572,Debit
2024-09-08,Train Ticket,Transport,-6637,-8161209,Debit
2024-11-08,Received from Rahul,Transfer,-2562,-8163771,Debit
2024-01-26,YouTube Premium,Entertainment,-2291,-8166062,Debit
2024-03-27,Amazon Purchase,Shopping,-2302,-8168364,Debit
2025-01-27,Refund,Income,25900,-8142464,Credit
2024-02-01,Medical Store,Health,-6294,-8148758,Debit
2024-02-12,Medical Store,Health,-4716,-8153474,Debit
2025-04-17,Cash Deposit,Cash,-810,-8154284,Debit
2024-04-30,Interest Credit,Savings Interest,24223,-8130061,Credit
2024-03-08,UPI to Friend,Transfer,-4034,-8134095,Debit
2024-01-20,FD Interest,Savings Interest,29442,-8104653,Credit
2024-07-24,Water Bill,Utilities,-900,-8105553,Debit
2024-11-17,Bank Transfer,Transfer,-7933,-8113486,Debit
2024-06-26,Doctor Visit,Health,-9802,-8123288,Debit
2024-06-08,Doctor Visit,Health,-774,-8124062,Debit
2024-07-02,Water Bill,Utilities,-6612,-8130674,Debit
2025-04-30,Medical Store,Health,-985,-8131659,Debit
2024-07-16,Refund,Income,15308,-8116351,Credit
2024-06-02,Cash Deposit,Cash,-7679,-8124030,Debit
2024-09-19,Refund,Income,10072,-8113958,Credit
2024-11-09,Petrol,Transport,-6343,-8120301,Debit
2024-05-27,FD Interest,Savings Interest,4127,-8116174,Credit
2024-04-18,Bonus,Income,2666,-8113508,Credit
2024-01-13,Medical Store,Health,-4382,-8117890,Debit
2024-10-25,ATM Withdrawal,Cash,-1674,-8119564,Debit
2024-10-21,Restaurant Bill,Food,-4045,-8123609,Debit
2025-04-25,Medical Store,Health,-4934,-8128543,Debit
2024-04-16,Doctor Visit,Health,-8547,-8137090,Debit
2025-02-24,Train Ticket,Transport,-8676,-8145766,Debit
2025-01-15,Interest Credit,Savings Interest,29869,-8115897,Credit
2025-01-04,Bonus,Income,4967,-8110930,Credit
2024-05-27,Restaurant Bill,Food,-6938,-8117868,Debit
2024-05-26,Electricity Bill,Utilities,-7864,-8125732,Debit
2024-02-02,Swiggy,Food,-6881,-8132613,Debit
2025-03-05,Spotify,Entertainment,-9481,-8142094,Debit
2024-02-29,Movie Tickets,Entertainment,-9109,-8151203,Debit
2024-07-07,Interest Credit,Savings Interest,15186,-8136017,Credit
2024-07-28,Train Ticket,Transport,-7666,-8143683,Debit
2024-08-18,Swiggy,Food,-1686,-8145369,Debit
2024-03-05,ATM Withdrawal,Cash,-2344,-8147713,Debit
2024-09-22,FD Interest,Savings Interest,12165,-8135548,Credit
2024-08-30,ATM Withdrawal,Cash,-2424,-8137972,Debit
2025-05-11,Petrol,Transport,-8529,-8146501,Debit
2024-10-27,Medical Store,Health,-6700,-8153201,Debit
2025-03-26,ATM Withdrawal,Cash,-8598,-8161799,Debit
2025-02-23,Received from Rahul,Transfer,-2377,-8164176,Debit
2024-06-14,Amazon Purchase,Shopping,-8451,-8172627,Debit
2025-03-27,Internet Recharge,Utilities,-1842,-8174469,Debit
2025-02-09,Internet Recharge,Utilities,-138,-8174607,Debit
2024-09-28,Cash Deposit,Cash,-2257,-8176864,Debit
2024-05-20,Bank Transfer,Transfer,-4038,-8180902,Debit
2024-01-12,Bank Transfer,Transfer,-9118,-8190020,Debit
2024-08-20,Petrol,Transport,-8331,-8198351,Debit
2024-07-28,Received from Rahul,Transfer,-3227,-8201578,Debit
2025-04-11,Train Ticket,Transport,-539,-8202117,Debit
2024-02-27,YouTube Premium,Entertainment,-2802,-8204919,Debit
2024-01-25,Movie Tickets,Entertainment,-9104,-8214023,Debit
2024-03-02,Spotify,Entertainment,-8756,-8222779,Debit
2024-10-15,Zomato Order,Food,-5877,-8228656,Debit
2024-03-23,Uber Ride,Transport,-9821,-8238477,Debit
2025-01-24,Bank Transfer,Transfer,-9142,-8247619,Debit
2024-12-09,Received from Rahul,Transfer,-6575,-8254194,Debit
2025-03-25,Restaurant Bill,Food,-5831,-8260025,Debit
2024-06-15,Water Bill,Utilities,-9451,-8269476,Debit
2025-04-01,FD Interest,Savings Interest,20794,-8248682,Credit
2025-02-10,Cash Deposit,Cash,-9247,-8257929,Debit
2025-04-28,Cash Deposit,Cash,-5995,-8263924,Debit
2024-03-03,Internet Recharge,Utilities,-788,-8264712,Debit
2024-09-24,Amazon Purchase,Shopping,-3399,-8268111,Debit
2024-11-29,Flipkart Order,Shopping,-742,-8268853,Debit
2024-04-27,Bonus,Income,7340,-8261513,Credit
2025-02-22,UPI to Friend,Transfer,-2969,-8264482,Debit
2024-12-01,Doctor Visit,Health,-7088,-8271570,Debit
2024-05-20,Cafe Coffee Day,Food,-4404,-8275974,Debit
2024-05-08,UPI to Friend,Transfer,-1565,-8277539,Debit
2025-04-16,Electronics,Shopping,-1147,-8278686,Debit
2024-02-06,Medical Store,Health,-2787,-8281473,Debit
2024-09-28,Received from Rahul,Transfer,-1151,-8282624,Debit
2025-04-09,Bonus,Income,9881,-8272743,Credit
2025-03-27,Restaurant Bill,Food,-7846,-8280589,Debit
2024-01-28,Bank Transfer,Transfer,-7931,-8288520,Debit
2025-01-05,Movie Tickets,Entertainment,-9432,-8297952,Debit
2025-01-11,Petrol,Transport,-3548,-8301500,Debit
2025-03-18,Electricity Bill,Utilities,-5943,-8307443,Debit
2024-11-19,Salary Credit,Income,27202,-8280241,Credit
2024-05-20,Interest Credit,Savings Interest,22151,-8258090,Credit
2025-01-01,Uber Ride,Transport,-8203,-8266293,Debit
2025-02-08,UPI to Friend,Transfer,-3925,-8270218,Debit
2024-07-28,FD Interest,Savings Interest,18676,-8251542,Credit
2024-07-02,Bonus,Income,28541,-8223001,Credit
2024-01-08,ATM Withdrawal,Cash,-374,-8223375,Debit
2024-12-04,FD Interest,Savings Interest,25972,-8197403,Credit
2024-05-12,Uber Ride,Transport,-7543,-8204946,Debit
2024-04-05,Bank Transfer,Transfer,-9288,-8214234,Debit
2025-03-13,Bank Transfer,Transfer,-2176,-8216410,Debit
2024-11-11,Doctor Visit,Health,-7660,-8224070,Debit
2024-01-31,Medical Store,Health,-8741,-8232811,Debit
2025-01-04,UPI to Friend,Transfer,-1160,-8233971,Debit
2025-03-13,Uber Ride,Transport,-8716,-8242687,Debit
2025-02-21,ATM Withdrawal,Cash,-6422,-8249109,Debit
2024-10-16,Train Ticket,Transport,-3874,-8252983,Debit
2024-02-14,Refund,Income,23898,-8229085,Credit
2025-03-17,FD Interest,Savings Interest,4187,-8224898,Credit
2024-10-18,ATM Withdrawal,Cash,-3405,-8228303,Debit
2024-02-15,ATM Withdrawal,Cash,-7611,-8235914,Debit
2024-02-14,Freelance Payment,Income,18563,-8217351,Credit
2024-02-05,YouTube Premium,Entertainment,-6886,-8224237,Debit
2024-07-27,Water Bill,Utilities,-8678,-8232915,Debit
2025-04-02,Bonus,Income,5266,-8227649,Credit
2024-06-24,Cash Deposit,Cash,-9840,-8237489,Debit
2025-01-14,Petrol,Transport,-6381,-8243870,Debit
